Rank,Player_ID,Year,Game,Total_Year,Total_Game,Total_Others,per_of_Game,Total_Overall,per_of_Total,PlayerName,Nationality
8,Solar,2016,StarCraft II,202101.66,83911.77,118189.89,41.52%,202101.66,41.52%,"Kang, Min Soo",Korea
9,Zest,2016,StarCraft II,317406.69,75372.95,242033.74,23.75%,317406.69,23.75%,"Joo, Sung Wook",Korea
10,TY,2016,StarCraft II,414604.68,71370.87,343233.81,17.21%,422679.35,16.89%,"Jun, Tae Yang",Korea
11,Polt,2016,StarCraft II,451599.1,68861.08,382738.02,15.25%,451599.1,15.25%,"Choi, Sung Hoon",Korea
12,Patience,2016,StarCraft II,111914.18,66701.19,45212.99,59.60%,111914.18,59.60%,"Jo, Ji Hyun",Korea
13,Elazer,2016,StarCraft II,86359.86,65615.05,20744.81,75.98%,86359.86,75.98%,Miko?aj Ogonowski,Poland 
14,TRUE,2016,StarCraft II,123071.66,63971.17,59100.49,51.98%,123071.66,51.98%,"Bang, Tae Su",Korea
15,PtitDrogo,2016,StarCraft II,69111.88,53658.8,15453.08,77.64%,69111.88,77.64%,Th?o Freydi?re,France 
16,Hydra,2016,StarCraft II,147391.89,50450.86,96941.03,34.23%,211227.74,23.88%,"Shin, Dong Won",Korea
17,uThermal,2016,StarCraft II,69521.14,47735.27,21785.87,68.66%,69521.14,68.66%,Marc Schlappi,Netherlands 
18,sOs,2016,StarCraft II,476086.9,47728.55,428358.35,10.03%,476537.35,10.02%,"Kim, Yoo Jin",Korea
19,Scarlett,2016,StarCraft II,174812.83,45753.81,129059.02,26.17%,174812.83,26.17%,Sasha Hostyn,Canada
20,viOLet,2016,StarCraft II,183368.96,40614.76,142754.2,22.15%,187555.93,21.65%,"Kim, Dong Hwan",Korea
21,Kelazhur,2016,StarCraft II,64540.46,38413.62,26126.84,59.52%,64540.46,59.52%,Diego Schwimer,Brazil 
22,Harstem,2016,StarCraft II,70895.66,37542.38,33353.28,52.95%,70895.66,52.95%,Kevin de Koning,Netherlands 
23,TooDming,2016,StarCraft II,108322.5,34878.24,73444.26,32.20%,109081.11,31.97%,"Huang, Hui Ming",China
24,MaSa,2016,StarCraft II,68289.14,34369.11,33920.03,50.33%,68289.14,50.33%,Maru Kim,Canada 
25,Dear,2016,StarCraft II,138327.55,34318.17,104009.38,24.81%,138788.02,24.73%,"Baek, Dong Jun",Korea
26,INnoVation,2016,StarCraft II,345421.01,32848.01,312573,9.51%,348918.71,9.41%,"Lee, Shin Hyung",Korea
27,MarineLorD,2016,StarCraft II,63984.05,32458.25,31525.8,50.73%,64543.49,50.29%,Alexis Eusebio,France
28,iAsonu,2016,StarCraft II,91694.07,30846,60848.07,33.64%,91694.07,33.64%,"Hang, Zhou",China 
29,Cure,2016,StarCraft II,64043.56,28378.17,35665.39,44.31%,64043.56,44.31%,"Kim, Doh Wook",Korea
30,Maru,2016,StarCraft II,304216.21,27554.53,276661.68,9.06%,304216.21,9.06%,"Cho, Sung Choo",Korea
31,Trap,2016,StarCraft II,112947.36,26988.63,85958.73,23.89%,112947.36,23.89%,"Cho, Sung Ho",Korea
32,MajOr,2016,StarCraft II,107161.43,26738.7,80422.73,24.95%,107411.43,24.89%,Juan Carlos Lopez,Mexico 
33,Has,2016,StarCraft II,62447.03,26136.13,36310.9,41.85%,62447.03,41.85%,"Ke, Yu Feng",Taiwan
34,Rogue,2016,StarCraft II,78976.49,24596.65,54379.84,31.14%,78976.49,31.14%,"Lee, Byung Ryul",Korea
35,Classic,2016,StarCraft II,219626.04,24252.37,195373.67,11.04%,222306.09,10.91%,"Kim, Doh Woo",Korea
36,Cyan,2016,StarCraft II,33823.59,23473.56,10350.03,69.40%,33823.59,69.40%,"Min, Huang",China 
37,Bly,2016,StarCraft II,83160.04,21351.14,61808.9,25.67%,83300.88,25.63%,Aleksandr Svusuyk,Ukraine 
38,Cham,2016,StarCraft II,26843.17,19991.92,6851.25,74.48%,26843.17,74.48%,Pablo Cham Blanco,Mexico 
39,aLive,2016,StarCraft II,166781.99,19441.19,147340.8,11.66%,166781.99,11.66%,"Han, Lee Seok",Korea
40,SortOf,2016,StarCraft II,53875.89,19430.61,34445.28,36.07%,53875.89,36.07%,Rickard Bergman,Sweden 
41,GuMiho,2016,StarCraft II,93552.61,19410.46,74142.15,20.75%,93552.61,20.75%,"Koh, Byung Jae",Korea
42,XY,2016,StarCraft II,59141.22,19216.59,39924.63,32.49%,59141.22,32.49%,"Xiang, Yao",China 
43,herO,2016,StarCraft II,200412.51,19055.19,181357.32,9.51%,200412.51,9.51%,"Kim, Joon Ho",Korea
44,MyuNgSiK,2016,StarCraft II,47573.75,17774.62,29799.13,37.36%,47573.75,37.36%,"Kim, Myung Sik",Korea
45,soO,2016,StarCraft II,165518.99,17750.66,147768.33,10.72%,174461.49,10.17%,"Eu, Yoon Su",Korea
46,iaguz,2016,StarCraft II,48941.43,17730.08,31211.35,36.23%,48941.43,36.23%,Ethan Zugai,Australia 
47,MaNa,2016,StarCraft II,168507.7,17533.61,150974.09,10.41%,169304.65,10.36%,Grzegorz Komincz,Poland 
48,puCK,2016,StarCraft II,45935.31,16742.66,29192.65,36.45%,45935.31,36.45%,Leiya Qual,United States 
49,Stephano,2016,StarCraft II,276666.02,16663.62,260002.4,6.02%,276666.02,6.02%,Ilyes Satouri,France 
50,XiGua,2016,StarCraft II,106673.98,16663.05,90010.93,15.62%,106673.98,15.62%,"Wang, Lei",China 
51,HeRoMaRinE,2016,StarCraft II,56667.12,15703.62,40963.5,27.71%,56667.12,27.71%,Gabriel Segat,Germany
52,Trust,2016,StarCraft II,22751.08,15362.97,7388.11,67.53%,22751.08,67.53%,"Choi, Sung Il",Korea
53,Creator,2016,StarCraft II,114050.75,14832.79,99217.96,13.01%,114050.75,13.01%,"Jang, Hyun Woo",Korea
54,Ryung,2016,StarCraft II,90309.64,14807.98,75501.66,16.40%,90309.64,16.40%,"Kim, Dong Won",Korea
55,HuK,2016,StarCraft II,146635.93,14652.4,131983.53,9.99%,149635.93,9.79%,Chris Loranger,Canada 
56,ByuL,2016,StarCraft II,95892.47,13881.73,82010.74,14.48%,95892.47,14.48%,"Han, Ji Won",Korea
57,LosirA,2016,StarCraft II,94467.6,13613.94,80853.66,14.41%,94467.6,14.41%,"Hwang, Kang Ho",Korea
58,FireCake,2016,StarCraft II,52139.93,12588.04,39551.89,24.14%,52139.93,24.14%,S?bastien Lebbe,France 
59,Lilbow,2016,StarCraft II,90849.56,12008.13,78841.43,13.22%,91454.2,13.13%,David Moschetto,France 
